NUM,0,0,,0
NUM,1,1,,0
NUM,2,2,,0
NUM,3,3,,0
NUM,4,4,,0
NUM,5,5,,0
NUM,6,6,,0
NUM,7,7,,0
NUM,8,8,,0
NUM,9,9,,0
NUM,10,10,,0
NUM,11,11,,0
NUM,12,12,,0
NUM,13,13,,0
NUM,14,14,,0
NUM,15,15,,0
NUM,16,Skill CD ,,0
NUM,17,Max,,0
COMMON,1000,Gifts,,0
COMMON,1001,Costume,,0
COMMON,1002,EXP,,0
COMMON,1003,No.,,0
COMMON,1004,Echelon,,0
COMMON,1005,Echelon,,0
COMMON,1006,Confirm,,0
COMMON,1007,OK,,0
COMMON,1008,Cancel,,0
COMMON,1009,Back,,0
COMMON,1010,CANCEL,,0
COMMON,1011,BACK,,0
COMMON,1012,Filter By,,0
COMMON,1013,ONLYSHOW,,0
COMMON,1014,Show All,,0
COMMON,1015,SHOWALL,,0
COMMON,1016,Sort By,,0
COMMON,1017,OrderBy,,0
COMMON,1018,Return to Base,,0
COMMON,1019,RETURNTOBASE,,0
COMMON,1020,Handgun,,0
COMMON,1021,HANDGUN,,0
COMMON,1022,Submachine Gun,,0
COMMON,1023,SUBMACHINEGUN,,0
COMMON,1024,Rifle,,0
COMMON,1025,RIFLE,,0
COMMON,1026,Assault Rifle,,0
COMMON,1027,ASSAULTRIFLE,,0
COMMON,1028,Machine Gun,,0
COMMON,1029,MACHINEGUN,,0
COMMON,1030,Shotgun,,0
COMMON,1031,SHOTGUN,,0
COMMON,1032,HP,,0
COMMON,1033,Damage,,0
COMMON,1034,ROF,,0
COMMON,1035,ACC,,0
COMMON,1036,Evasion,,0
COMMON,1037,Armor,,0
COMMON,1038,Crit Rate,,0
COMMON,1039,Armor Penetration,,0
COMMON,1040,Dummy Link,,0
COMMON,1041,Core,,0
COMMON,1042,Dummy Core,,0
COMMON,1043,DUMMYCORE,,0
COMMON,1044,Gems,,0
COMMON,1045,Contract,,0
COMMON,1046,T-Doll Contract,,0
COMMON,1047,Quick Production,,0
COMMON,1048,装备&妖精制造契约(todo),,0
COMMON,1049,Quick Training,,0
COMMON,1050,Manpower,,0
COMMON,1051,MANPOWER,,0
COMMON,1052,Ammo,,0
COMMON,1053,AMMUNITION,,0
COMMON,1054,Ration,,0
COMMON,1055,RATION,,0
COMMON,1056,Parts,,0
COMMON,1057,PARTS,,0
COMMON,1058,STANDBY,,0
COMMON,1059,STANDINGBY,,0
COMMON,1060,Locked,,0
COMMON,1061,Locked,,0
COMMON,1062,Night Battle,,0
COMMON,1063,Day Battle,,0
COMMON,1064,Share,,0
COMMON,1065,Delete Cache,,0
COMMON,1066,Unlock after,,0
COMMON,1067,Unlock,,0
COMMON,1068,LV,,0
COMMON,1069,Dorm Furniture,,0
COMMON,1070,Costume,,0
COMMON,1071,Combat Sim Energy,,0
COMMON,1072,Damage,,0
COMMON,1073,ROF,,0
COMMON,1074,Accuracy,,0
COMMON,1075,Evasion,,0
COMMON,1076,Crit Rate,,0
COMMON,1077,Reduce Skill CD,,0
COMMON,1078,Armor Penetration,,0
COMMON,1079,All Types,,0
COMMON,1080,HG,,0
COMMON,1081,SMG,,0
COMMON,1082,RF,,0
COMMON,1083,AR,,0
COMMON,1084,MG,,0
COMMON,1085,SG,,0
COMMON,1086,Grenade Launcher,,0
COMMON,1087,0,,0
COMMON,1088,1,,0
COMMON,1089,2,,0
COMMON,1090,3,,0
COMMON,1091,4,,0
COMMON,1092,5,,0
COMMON,1093,6,,0
COMMON,1094,7,,0
COMMON,1095,8,,0
COMMON,1096,9,,0
COMMON,1097,Optical Sight,,0
COMMON,1098,Holographic Sight,,0
COMMON,1099,Red Dot Sight,,0
COMMON,1100,Night Battle Equipment,,0
COMMON,1101,AP Ammo,,0
COMMON,1102,HP Ammo,,0
COMMON,1103,Shotgun Shells,,0
COMMON,1104,HV Ammo,,0
COMMON,1105,Chip,,0
COMMON,1106,Exoskeleton,,0
COMMON,1107,Armor Plate,,0
COMMON,1108,Medal,,0
COMMON,1109,Suppressor,,0
COMMON,1110,Ammunition Box,,0
COMMON,1111,All Types,,0
COMMON,1112, HG,,0
COMMON,1113, SMG,,0
COMMON,1114, RF,,0
COMMON,1115, AR,,0
COMMON,1116, MG,,0
COMMON,1117,at,,0
COMMON,1118,piece,,0
COMMON,1119,Left ,,0
COMMON,1120,M,,0
COMMON,1121,H,,0
COMMON,1122,D,,0
COMMON,1123,Remaining,,0
COMMON,1124,Time left,,0
COMMON,1125,Unlimited,,0
COMMON,1126,Clear,,0
COMMON,1127,Chapter,,0
COMMON,1128,Section,,0
COMMON,1129,Unlock,,0
COMMON,1130,Server,,0
COMMON,1131,Repair Complete,,0
COMMON,1132,Commander EXP ,,0
COMMON,1133,Extra Reward,,0
COMMON,1134,Result,,0
COMMON,1135,Obtained ,,0
COMMON,1136,Withdraw,,0
COMMON,1137,Calling reinforcements,,0
COMMON,1138,Operating,,0
