NUM,0,0,,0
NUM,1,1,,0
NUM,2,2,,0
NUM,3,3,,0
NUM,4,4,,0
NUM,5,5,,0
NUM,6,6,,0
NUM,7,7,,0
NUM,8,8,,0
NUM,9,9,,0
NUM,10,10,,0
NUM,11,11,,0
NUM,12,12,,0
NUM,13,13,,0
NUM,14,14,,0
NUM,15,15,,0
NUM,16,스킬CD,,0
NUM,17,LV.,,0
COMMON,1000,선물,,0
COMMON,1001,코스튬,,0
COMMON,1002,EXP,,0
COMMON,1003,제,,0
COMMON,1004,제대,,0
COMMON,1005,ECHELON,,0
COMMON,1006,확인,,0
COMMON,1007,결정,,0
COMMON,1008,취소,,0
COMMON,1009,뒤로,,0
COMMON,1010,CANCEL,,0
COMMON,1011,BACK,,0
COMMON,1012,표시종류,,0
COMMON,1013,ONLYSHOW,,0
COMMON,1014,모두 표시,,0
COMMON,1015,SHOWALL,,0
COMMON,1016,정렬방식,,0
COMMON,1017,OrderBy,,0
COMMON,1018,기지복귀,,0
COMMON,1019,RETURNTOBASE,,0
COMMON,1020,권총,,0
COMMON,1021,PISTOL,,0
COMMON,1022,기관단총,,0
COMMON,1023,SUBMACHINEGUN,,0
COMMON,1024,소총,,0
COMMON,1025,RIFLE,,0
COMMON,1026,돌격소총,,0
COMMON,1027,ASSAULTRIFLE,,0
COMMON,1028,기관총,,0
COMMON,1029,MACHINEGUN,,0
COMMON,1030,산탄총,,0
COMMON,1031,SHOTGUN,,0
COMMON,1032,체력,,0
COMMON,1033,화력,,0
COMMON,1034,사속,,0
COMMON,1035,명중,,0
COMMON,1036,회피,,0
COMMON,1037,장갑,,0
COMMON,1038,치명률,,0
COMMON,1039,관통,,0
COMMON,1040,링크,,0
COMMON,1041,코어,,0
COMMON,1042,대체코어,,0
COMMON,1043,EXCHANGECORE,,0
COMMON,1044,보석,,0
COMMON,1045,계약,,0
COMMON,1046,인형제조계약,,0
COMMON,1047,쾌속제조,,0
COMMON,1048,장비제조계약,,0
COMMON,1049,쾌속훈련계약,,0
COMMON,1050,인력,,0
COMMON,1051,MANPOWER,,0
COMMON,1052,탄약,,0
COMMON,1053,AMMUNITION,,0
COMMON,1054,식량,,0
COMMON,1055,RATION,,0
COMMON,1056,부품,,0
COMMON,1057,PARTS,,0
COMMON,1058,STANDBY,,0
COMMON,1059,STANDINGBY,,0
COMMON,1060,잠김,,0
COMMON,1061,잠금 중,,0
COMMON,1062,야간,,0
COMMON,1063,주간,,0
COMMON,1064,공유,,0
COMMON,1065,캐시삭제,,0
COMMON,1066,도달,,0
COMMON,1067,개방,,0
COMMON,1068,LV,,0
COMMON,1069,숙소 가구장식,,0
COMMON,1070,코스튬,,0
COMMON,1071,모의작전점수,,0
COMMON,1072,화력,,0
COMMON,1073,사속,,0
COMMON,1074,명중,,0
COMMON,1075,회피,,0
COMMON,1076,치명률,,0
COMMON,1077,쿨타임 감소율,,0
COMMON,1078,장갑관통,,0
COMMON,1079,모든총기,,0
COMMON,1080,권총,,0
COMMON,1081,기관단총,,0
COMMON,1082,소총,,0
COMMON,1083,돌격소총,,0
COMMON,1084,기관총,,0
COMMON,1085,산탄총,,0
COMMON,1086,유탄발사기,,0
COMMON,1087,0,,0
COMMON,1088,1,,0
COMMON,1089,2,,0
COMMON,1090,3,,0
COMMON,1091,4,,0
COMMON,1092,5,,0
COMMON,1093,6,,0
COMMON,1094,7,,0
COMMON,1095,8,,0
COMMON,1096,9,,0
COMMON,1097,옵티컬,,0
COMMON,1098,이오텍,,0
COMMON,1099,레드 닷,,0
COMMON,1100,야시장비,,0
COMMON,1101,철갑탄,,0
COMMON,1102,특수탄,,0
COMMON,1103,산탄,,0
COMMON,1104,고속탄,,0
COMMON,1105,칩셋,,0
COMMON,1106,외골격,,0
COMMON,1107,방탄판,,0
COMMON,1108,훈장,,0
COMMON,1109,소음기,,0
COMMON,1110,탄약통,,0
COMMON,1111,모든총기,,0
COMMON,1112,권총,,0
COMMON,1113,기관단총,,0
COMMON,1114,소총,,0
COMMON,1115,돌격소총,,0
COMMON,1116,기관총,,0
COMMON,1117,존재하는,,0
COMMON,1118,개,,0
COMMON,1119,잔여,,0
COMMON,1120,분,,0
COMMON,1121,시간,,0
COMMON,1122,일,,0
COMMON,1123,남은수량,,0
COMMON,1124,남은시간,,0
COMMON,1125,제한없음,,0
COMMON,1126,클리어 : ,,0
COMMON,1127,장-,,0
COMMON,1128,막,,0
COMMON,1129,이후 개방,,0
COMMON,1130,서버,,0
COMMON,1131,수복 완료,,0
COMMON,1132,지휘 경험치,,0
COMMON,1133,추가 획득,,0
COMMON,1134,결과 발표,,0
COMMON,1135,획득,,0
COMMON,1136,퇴각 제대,,0
COMMON,1137,증원 중,,0
COMMON,1138,지원 중,,0
COMMON,1139,훈련 중,,0
COMMON,1140,편집불가,,0
COMMON,1141,전부,,0
COMMON,1142,작전 중,,0
COMMON,1143,지원 중,,0
