30;0;4;6|27;1;3;6|24;2;6;6|25;1;4;4|32;0;3;1|34;1;7;5|23;0;1;2
38;3;5;5|23;0;3;4|24;2;6;6|25;1;4;4|32;0;3;1|34;1;7;5|23;0;1;2
38;3;5;5|23;0;3;4|31;0;6;4|22;1;4;4|24;3;6;1|38;2;8;3|23;0;1;2
30;0;4;6|27;1;3;6|31;0;6;4|22;1;4;4|24;3;6;1|38;2;8;3|23;0;1;2
25;2;6;6|24;2;4;8|31;3;6;3|28;3;3;3|32;0;3;1|34;1;7;5|23;0;1;2
31;3;6;3|25;2;6;6|23;2;4;8|21;2;4;5|32;0;3;1|34;1;7;5|23;0;1;2
22;2;6;6|23;2;4;8|31;0;5;3|31;3;4;3|32;0;3;1|22;0;7;4|23;0;1;2
32;0;3;4|22;2;6;6|23;2;4;8|37;0;2;3|32;0;3;1|22;0;7;4|23;0;1;2
30;0;4;6|21;3;5;4|25;0;5;5|24;3;5;3|32;0;3;1|34;1;7;5|23;0;1;2
32;1;5;5|22;2;6;6|23;2;4;8|31;3;4;3|24;3;6;1|34;1;7;5|23;0;1;2
30;0;4;6|21;3;5;4|39;3;7;4|24;3;5;3|32;0;3;1|27;3;8;2|23;0;1;2
38;0;3;5|30;0;4;6|29;0;4;3|22;3;3;3|24;3;6;1|34;1;7;5|23;0;1;2
33;1;6;5|25;2;6;6|23;2;4;8|31;3;4;3|24;3;6;1|34;1;7;5|23;0;1;2
30;0;4;6|27;1;3;6|24;2;6;6|36;0;2;3|25;1;5;2|34;1;7;5|23;0;1;2
38;3;5;5|23;0;3;4|24;2;6;6|36;0;2;3|25;1;5;2|34;1;7;5|23;0;1;2
39;3;6;3|22;2;6;6|24;2;4;8|27;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
28;0;3;5|30;0;4;6|24;2;6;6|24;3;5;3|32;0;3;1|34;1;7;5|23;0;1;2
30;0;4;6|31;0;3;4|25;0;5;5|24;1;2;3|25;1;5;2|34;1;7;5|23;0;1;2
22;2;6;6|23;2;4;8|21;1;4;5|32;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
39;3;7;4|31;0;3;4|30;0;4;6|24;1;2;3|25;1;5;2|27;3;8;2|23;0;1;2
38;0;3;5|30;0;4;6|28;2;4;3|33;0;4;4|25;1;5;2|22;0;7;4|23;0;1;2
32;0;5;4|25;2;6;6|23;2;4;8|31;3;4;3|24;3;6;1|38;2;8;3|23;0;1;2
25;2;6;6|38;0;3;4|24;2;4;8|37;0;2;3|32;0;3;1|22;0;7;4|23;0;1;2
38;0;3;5|30;0;4;6|23;1;4;4|24;3;5;3|32;0;3;1|22;0;7;4|23;0;1;2
38;0;3;5|30;0;4;6|25;1;6;4|22;3;3;3|32;0;3;1|22;0;7;4|23;0;1;2
34;1;5;7|18;0;3;4|20;2;5;8|14;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
13;2;4;6|31;3;6;4|12;2;4;8|14;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
30;0;5;4|12;0;4;4|13;2;5;8|14;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
33;1;4;7|18;3;6;4|19;2;5;8|14;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
12;2;4;8|13;2;4;6|32;3;6;3|36;0;2;3|25;1;5;2|34;1;7;5|23;0;1;2
13;1;3;5|34;1;5;7|17;1;4;8|14;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
16;1;4;8|23;0;3;4|31;2;6;5|36;0;2;3|25;1;5;2|34;1;7;5|23;0;1;2
13;0;5;3|25;2;6;6|23;2;4;8|31;3;4;3|32;0;3;1|34;1;7;5|23;0;1;2
30;1;3;5|22;0;5;6|17;1;4;8|14;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
38;0;3;4|28;3;5;5|17;3;4;6|14;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
12;0;6;3|22;2;6;6|37;1;4;8|20;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
13;0;5;3|25;2;6;6|37;1;4;8|20;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
20;0;5;3|14;1;5;8|37;1;4;8|20;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
12;0;5;3|25;0;5;5|30;0;4;6|20;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
13;1;4;4|22;0;5;6|38;1;4;8|20;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
30;0;5;3|14;1;4;7|16;3;6;6|20;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
30;1;4;4|18;0;4;5|16;3;6;6|20;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
31;3;6;3|25;2;5;5|16;1;4;8|20;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
15;3;4;3|24;2;6;6|30;0;4;6|20;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
30;0;5;3|16;3;6;6|23;0;3;4|18;3;4;3|32;0;3;1|34;1;7;5|23;0;1;2
12;3;6;4|16;0;4;4|30;0;4;6|20;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
25;2;6;6|38;0;3;4|24;2;4;8|14;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
32;0;3;4|22;2;6;6|23;2;4;8|14;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
13;1;4;4|27;3;6;4|30;0;4;6|20;0;2;3|32;0;3;1|34;1;7;5|23;0;1;2
